,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd
28554,U001,0200707822,PUBLI corporation,,2020.0,1930585308.0,2020-02-29,2020-03-15,2020-02-29,NAA8,91806.7
28555,U001,0200762301,C&S WH corporation,,2020.0,1930800776.0,2020-04-22,2020-05-07,2020-04-22,NAC6,713.19
28571,U001,200769623,WAL-MAR us,,2020.0,1930857869.0,2020-05-06,2020-05-21,2020-05-06,NAH4,23096.91
28583,U001,0200769623,WAL-MAR ,,2020.0,1930752564.0,2020-04-06,2020-04-21,2020-04-06,NAH4,4184.4
28594,U001,0200744019,TARG corp,,2020.0,1930655148.0,2020-03-17,2020-04-01,2020-03-17,NAA8,4074.14
28595,U001,0200769623,WAL-MAR llc,,2020.0,1930651883.0,2020-03-17,2020-04-01,2020-03-17,NAH4,16497.87
28599,U001,0200744019,TARG co,,2020.0,1930653097.0,2020-03-17,2020-04-01,2020-03-17,NAA8,1507.69
28602,U001,0200729290,KROGER corp,,2020.0,1930693660.0,2020-03-25,2020-04-09,2020-03-25,NAA8,14470.94
28606,U001,0200149567,RESER associates,,2020.0,1930656112.0,2020-03-16,2020-04-30,2020-03-16,NABG,67643.1
28610,U001,0200794332,COST in,,2020.0,1930583629.0,2020-02-28,2020-03-14,2020-02-28,NAAX,19850.66
28616,U001,0200418007,AM in,,2020.0,1930763620.0,2020-04-09,2020-04-24,2020-04-09,NAA8,41687.95
28621,U001,0200769623,WAL-MAR in,,2020.0,1930739539.0,2020-04-04,2020-04-19,2020-04-04,NAH4,50864.22
28624,U001,200830009,CON foundation,,2020.0,1930632244.0,2020-03-13,2020-05-12,2020-03-13,NAVQ,54356.4
28627,U001,0200793568,SUPE systems,,2020.0,1930676140.0,2020-03-20,2020-04-04,2020-03-20,NAA8,19524.4
28640,CA02,0140106408,WAL-M in,,2020.0,2960622728.0,2020-03-20,2020-03-30,2020-03-20,CA10,40684.89599999999
28641,U001,0200707741,SMART &  trust,,2020.0,1930826257.0,2020-04-25,2020-05-10,2020-04-25,NAA8,49195.92
28642,U001,100035824,CHAIN DI llc,,2020.0,1930633658.0,2020-03-17,2020-04-01,2020-03-17,NAA8,21292.89
28646,U001,0200769623,WAL-MAR associates,,2020.0,1930620713.0,2020-03-08,2020-03-23,2020-03-08,NAH4,9555.32
28649,U001,0200707822,PUBLI systems,,2020.0,1930708210.0,2020-03-26,2020-04-10,2020-03-26,NAA8,73215.5
28650,U001,0200738884,US  in,,2020.0,1930594379.0,2020-03-03,2020-03-18,2020-03-03,NAA8,37092.08
28658,U001,0200769623,WAL-MAR corp,,2020.0,1930652886.0,2020-03-16,2020-03-31,2020-03-16,NAH4,10624.27
28666,U001,0200769623,WAL-MAR co,,2020.0,1930767680.0,2020-04-10,2020-04-25,2020-04-10,NAH4,1898.2
28668,U001,0200769623,WAL-MAR systems,,2020.0,1930808940.0,2020-04-22,2020-05-07,2020-04-22,NAH4,2336.06
28670,U001,0200769623,WAL-MAR us,,2020.0,1930585664.0,2020-03-03,2020-03-18,2020-03-03,NAH4,65484.19
28676,U001,0200769623,WAL-MAR systems,,2020.0,1930703320.0,2020-03-26,2020-04-10,2020-03-26,NAH4,8921.55
28681,U001,0200707822,PUBLI in,,2020.0,1930583739.0,2020-02-29,2020-03-15,2020-02-29,NAA8,19753.39
28689,U001,0200700919,US  llc,,2020.0,1930691683.0,2020-03-24,2020-04-08,2020-03-24,NAX2,0.72
28690,U001,0200705742,DOT foundation,,2020.0,1930603208.0,2020-03-04,2020-03-19,2020-03-04,NAA8,36923.43
28693,U001,0200353024,DECA associates,,2020.0,1930689917.0,2020-03-24,2020-04-08,2020-03-16,NAM4,887.24
28699,U001,0200455322,PEA corp,,2020.0,1930576607.0,2020-02-29,2020-03-30,2020-02-29,NAD5,36407.41
28700,U001,0200769623,WAL-MAR llc,,2020.0,1930638697.0,2020-03-14,2020-03-29,2020-03-14,NAH4,15215.79
28707,U001,0200759878,SA llc,,2020.0,1930659027.0,2020-03-19,2020-05-03,2020-03-19,NAWP,104122.25
28721,U001,0200769623,WAL-MAR ,,2020.0,1930646800.0,2020-03-13,2020-03-28,2020-03-13,NAH4,9231.16
28723,U001,0200794332,COST llc,,2020.0,1930705010.0,2020-03-26,2020-04-10,2020-03-26,NAAX,14204.38
28729,U001,CCCA02,KRAFT  ,,2020.0,1930701001.0,2020-03-27,2020-05-01,2020-03-27,NAG2,24134.7
28732,U001,0200762301,C&S WH corporation,,2020.0,1930732685.0,2020-04-02,2020-04-17,2020-04-02,NAC6,48802.93
28736,U001,0200769623,WAL-MAR co,,2020.0,1930831003.0,2020-04-28,2020-05-13,2020-04-28,NAH4,35141.57
28738,U001,0200793088,DEMOU us,,2020.0,1930683837.0,2020-03-24,2020-04-08,2020-03-24,NAA8,162915.01
28749,U001,0200761734,H E BUT co,,2020.0,1930758171.0,2020-04-07,2020-04-22,2020-04-07,NAA8,14891.24
28752,U001,200772670,ASSOCIAT co,,2020.0,1930670032.0,2020-03-18,2020-04-02,2020-03-18,NAU5,2218.21
28753,U001,0200778870,C us,,2020.0,1930763229.0,2020-04-08,2020-04-23,2020-04-08,NAA8,4331.52
28756,U001,0200705372,FR ,,2020.0,1930652543.0,2020-03-17,2020-04-01,2020-03-17,NAA8,15634.87
28757,U001,0200704045,RA associates,,2020.0,1930684814.0,2020-03-21,2020-04-05,2020-03-21,NAA8,97229.28
28760,U001,0200726979,BJ'S  associates,,2020.0,1930773665.0,2020-04-05,2020-04-20,2020-04-05,NAA8,206.36
28764,CA02,140106408,WAL-M llc,,2020.0,2960629069.0,2020-04-19,2020-04-30,2020-04-20,CA10,5376.021
28767,U001,0200769623,WAL-MAR co,,2020.0,1930660731.0,2020-03-17,2020-04-01,2020-03-17,NAH4,13585.49
28775,U001,0200769623,WAL-MAR foundation,,2020.0,1930668484.0,2020-03-21,2020-04-05,2020-03-21,NAH4,68028.16
28779,U001,0200881076,ALBERT llc,,2020.0,1930831707.0,2020-04-30,2020-05-15,2020-04-30,NAA8,82447.84
28786,U001,0200769623,WAL-MAR in,,2020.0,1930798335.0,2020-04-17,2020-05-02,2020-04-17,NAH4,31977.49
28799,U001,0200726979,BJ'S  foundation,,2020.0,1930654886.0,2020-03-16,2020-03-31,2020-03-16,NAA8,66.37
28801,U001,0200744019,TARG corporation,,2020.0,1930834006.0,2020-04-29,2020-05-14,2020-04-29,NAA8,1718.84
28804,U001,0200769623,WAL-MAR in,,2020.0,1930859807.0,2020-05-06,2020-05-21,2020-05-06,NAH4,45871.71
28808,U001,0200793568,SUPE corporation,,2020.0,1930635825.0,2020-03-12,2020-03-27,2020-03-12,NAA8,65827.45
28810,U001,0200230690,DECA llc,,2020.0,1930674755.0,2020-03-20,2020-03-26,2020-03-16,NAM2,22009.39
28811,U001,0200769623,WAL-MAR corp,,2020.0,1930712038.0,2020-03-28,2020-04-12,2020-03-28,NAH4,29069.9
28813,U001,0200769623,WAL-MAR foundation,,2020.0,1930748081.0,2020-04-05,2020-04-20,2020-04-05,NAH4,387.91
28821,U001,0200769623,WAL-MAR corporation,,2020.0,1930710004.0,2020-03-27,2020-04-11,2020-03-27,NAH4,32380.59
28832,U001,0200769623,WAL-MAR co,,2020.0,1930758973.0,2020-04-10,2020-04-25,2020-04-10,NAH4,331.41
28837,U001,200152991,JET us,,2020.0,1930688520.0,2020-03-23,2020-04-12,2020-03-23,NAD1,1162.63
28847,U001,0200706844,WINC co,,2020.0,1930763810.0,2020-04-09,2020-04-24,2020-04-09,NAA8,6815.23
28849,CA02,0140104409,LOB trust,,2020.0,2960618778.0,2020-03-06,2020-03-24,2020-03-14,CA10,175646.898
28855,U001,0200353024,DECA associates,,2020.0,1930690669.0,2020-03-24,2020-03-23,2020-03-16,NAM1,718.74
28864,U001,0200792293,UNIFIE llc,,2020.0,1930639644.0,2020-03-11,2020-03-26,2020-03-11,NAA8,19717.08
28865,U001,0200778998,CE foundation,,2020.0,1930884098.0,2020-05-11,2020-05-26,2020-05-11,NAA8,50575.08
28866,U001,0200769623,WAL-MAR llc,,2020.0,1930700591.0,2020-03-27,2020-04-11,2020-03-27,NAH4,5482.45
28868,CA02,0140104423,METRO  corporation,,2020.0,2960626658.0,2020-04-09,2020-04-21,2020-04-11,CA10,47912.179
28871,U001,0200763814,SYSCO F associates,,2020.0,1930845834.0,2020-05-01,2020-05-16,2020-05-01,NAA8,1564.08
28873,U001,0200769623,WAL-MAR associates,,2020.0,1930714819.0,2020-03-27,2020-04-11,2020-03-27,NAH4,44445.55
28874,U001,0200743618,MASON systems,,2020.0,1930764410.0,2020-04-09,2020-04-24,2020-04-09,NAA8,67461.24
28879,U001,0200769623,WAL-MAR in,,2020.0,1930675325.0,2020-03-20,2020-04-04,2020-03-20,NAH4,13291.13
28893,U001,0200781803,JRD in,,2020.0,1930683058.0,2020-03-24,2020-04-08,2020-03-24,NAA8,12347.16
28900,U001,0200780383,MEIJ trust,,2020.0,1930717003.0,2020-03-28,2020-04-12,2020-03-28,NAA8,80489.13
28903,U001,0200769623,WAL-MAR ,,2020.0,1930709729.0,2020-03-27,2020-04-11,2020-03-27,NAH4,11733.23
28909,U001,0200772670,ASSOCIAT us,,2020.0,1930620814.0,2020-03-07,2020-03-22,2020-03-07,NAU5,9767.19
28915,U001,0200744019,TARG ,,2020.0,1930739492.0,2020-04-05,2020-04-20,2020-04-05,NAA8,3840.44
28918,U001,0200769623,WAL-MAR foundation,,2020.0,1930662096.0,2020-03-20,2020-04-04,2020-03-20,NAH4,15520.31
28924,U001,0200769623,WAL-MAR co,,2020.0,1930802441.0,2020-04-20,2020-05-05,2020-04-20,NAH4,29150.21
28927,U001,100031704,DELHAIZE corporation,,2020.0,1930655705.0,2020-03-17,2020-04-01,2020-03-17,NAA8,3770.52
28933,U001,200752302,KROGER systems,,2020.0,1930673948.0,2020-03-19,2020-04-03,2020-03-19,NAA8,2382.55
28935,U001,0200750051,ALBER corp,,2020.0,1930730434.0,2020-04-01,2020-04-16,2020-04-01,NAA8,92508.87
28936,U001,0200777735,NASH  systems,,2020.0,1930617964.0,2020-03-06,2020-03-21,2020-03-06,NAA8,47559.5
28938,U001,0200744019,TARG trust,,2020.0,1930725404.0,2020-04-01,2020-04-16,2020-04-01,NAA8,137900.2
28945,U001,0200725421,BEN  co,,2020.0,1930615580.0,2020-03-09,2020-03-24,2020-03-09,NAA8,25718.28
28955,CA02,0140104409,LOB foundation,,2020.0,2960618335.0,2020-03-04,2020-03-16,2020-03-06,CA10,61517.043
28961,U001,0200759878,SA in,,2020.0,1930844190.0,2020-05-02,2020-05-17,2020-05-02,NAH4,5525.0
28963,CA02,0140105686,SYSC ,,2020.0,2960617989.0,2020-03-03,2020-03-21,2020-03-11,CA10,17370.989999999998
28968,U001,0200353024,DECA llc,,2020.0,1930814811.0,2020-04-22,2020-05-09,2020-04-16,NAM4,59.16
28974,U001,0100001196,DOLLAR associates,,2020.0,1930782215.0,2020-04-14,2020-04-29,2020-04-14,NAA8,5237.57
28982,U001,0200706844,WINC llc,,2020.0,1930781824.0,2020-04-13,2020-04-28,2020-04-13,NAA8,2368.24
28983,U001,CCCA02,KRAFT  corporation,,2020.0,1930681210.0,2020-03-22,2020-04-26,2020-03-22,NAG2,13900.32
28988,U001,0200744019,TARG us,,2020.0,1930610060.0,2020-03-06,2020-03-21,2020-03-06,NAA8,7664.54
28990,U001,0200337148,COAS corporation,,2020.0,1930875513.0,2020-05-06,2020-05-21,2020-05-06,NAA8,57469.43
29005,U001,200799367,MCL systems,,2020.0,1930847526.0,2020-05-03,2020-05-18,2020-05-03,NAA8,64810.74
29020,U001,0200790107,ROU in,,2020.0,1930725851.0,2020-04-01,2020-04-16,2020-04-01,NAC6,14698.12
29021,U001,0200769623,WAL-MAR systems,,2020.0,1930672186.0,2020-03-21,2020-04-05,2020-03-21,NAH4,271.06
29026,U001,0200795490,HY -  co,,2020.0,1930704825.0,2020-03-25,2020-05-29,2020-03-25,NAGD,11809.22
29027,U001,0200729942,SA associates,,2020.0,1930581076.0,2020-03-05,2020-03-20,2020-03-05,NAA8,8170.8
29028,U001,0200749225,SUPER  llc,,2020.0,1930746932.0,2020-04-03,2020-04-18,2020-04-03,NAA8,19067.99
29033,U001,0200769623,WAL-MAR ,,2020.0,1930782614.0,2020-04-14,2020-04-29,2020-04-14,NAH4,13899.43
29041,U001,0200762301,C&S WH corp,,2020.0,1930646699.0,2020-03-13,2020-03-28,2020-03-13,NAC6,3289.84
29043,CA02,0140106408,WAL-M associates,,2020.0,2960631376.0,2020-04-29,2020-05-17,2020-05-07,CA10,128847.80999999998
29046,U001,0200769623,WAL-MAR corp,,2020.0,1930823025.0,2020-04-24,2020-05-09,2020-04-24,NAH4,287.56
29049,U001,0100043936,PAPA JO foundation,,2020.0,1930607211.0,2020-03-05,2020-03-15,2020-03-05,NA10,18145.19
29051,CA02,0140104423,METRO  us,,2020.0,2960633016.0,2020-05-05,2020-05-17,2020-05-07,CA10,58290.147999999994
29056,U001,0200743123,KROGER corp,,2020.0,1930830150.0,2020-04-29,2020-05-14,2020-04-29,NAA8,62427.23
29071,U001,0200723794,MID MO trust,,2020.0,1930715652.0,2020-03-29,2020-04-13,2020-03-29,NAA8,52319.42
29072,U001,0200769623,WAL-MAR trust,,2020.0,1930885355.0,2020-05-11,2020-05-26,2020-05-11,NAH4,639.62
29078,U001,0200794332,COST foundation,,2020.0,1930805249.0,2020-04-23,2020-05-08,2020-04-23,NAAX,58292.7
29086,U001,0200769623,WAL-MAR corp,,2020.0,1930823535.0,2020-04-25,2020-05-10,2020-04-25,NAH4,51176.54
29087,U001,0200759878,SA associates,,2020.0,1930581280.0,2020-02-28,2020-03-14,2020-02-28,NAH4,27842.94
29088,U001,0100031704,DELHAIZE us,,2020.0,1930736197.0,2020-04-03,2020-04-18,2020-04-03,NAA8,40266.94
29092,U001,0200148860,DOLLA corp,,2020.0,1930684345.0,2020-03-23,2020-04-07,2020-03-23,NAA8,18616.01
29096,U001,200769623,WAL-MAR corp,,2020.0,1930883820.0,2020-05-10,2020-05-25,2020-05-10,NAH4,6097.12
29097,U001,0200773364,U R M  ,,2020.0,1930684665.0,2020-03-24,2020-04-08,2020-03-24,NAA8,97182.77
29099,U001,0200418007,AM co,,2020.0,1930772138.0,2020-04-10,2020-04-25,2020-04-10,NAA8,2824.1
29103,U001,0200729942,SA corp,,2020.0,1930631951.0,2020-03-10,2020-03-25,2020-03-10,NAA8,12470.89
29104,CA02,0100031969,ALIMENTS associates,,2020.0,2960620346.0,2020-03-11,2020-03-23,2020-03-13,CA10,3724.8749999999995
29106,U001,0200743123,KROGER co,,2020.0,1930768030.0,2020-04-09,2020-04-24,2020-04-09,NAA8,91923.59
29108,CA02,0140104409,LOB corporation,,2020.0,2960621490.0,2020-03-22,2020-04-03,2020-03-24,CA10,112148.68699999999
29115,U001,200794332,COST corporation,,2020.0,1930660919.0,2020-03-18,2020-04-02,2020-03-18,NAAX,20048.92
29124,U001,0200772670,ASSOCIAT corp,,2020.0,1930594350.0,2020-03-03,2020-03-18,2020-03-03,NAU5,47326.61
29128,U001,200762301,C&S WH systems,,2020.0,1930717196.0,2020-03-31,2020-04-15,2020-03-31,NAC6,23120.0
29129,CA02,0140104409,LOB foundation,,2020.0,2960631832.0,2020-04-30,2020-05-11,2020-05-01,CA10,162023.484
29135,U001,0200769623,WAL-MAR co,,2020.0,1930609600.0,2020-03-05,2020-03-20,2020-03-05,NAH4,28696.73
29141,U001,0200793568,SUPE ,,2020.0,1930693728.0,2020-03-24,2020-04-08,2020-03-24,NAA8,1886.75
29154,U001,0200769623,WAL-MAR corporation,,2020.0,1930652173.0,2020-03-15,2020-03-30,2020-03-15,NAH4,136.47
29156,U001,0200721222,GO llc,,2020.0,1930729558.0,2020-04-01,2020-04-16,2020-04-01,NAA8,169981.78
29166,U001,0200744019,TARG corporation,,2020.0,1930593658.0,2020-03-03,2020-03-18,2020-03-03,NAA8,343.6
29168,U001,0200762301,C&S WH systems,,2020.0,1930775781.0,2020-04-10,2020-04-25,2020-04-10,NAC6,58542.16
29169,U001,0200726979,BJ'S  ,,2020.0,1930828741.0,2020-04-27,2020-05-12,2020-04-27,NAA8,964.62
29170,U001,0200743123,KROGER trust,,2020.0,1930625382.0,2020-03-10,2020-03-25,2020-03-10,NAA8,19436.32
29176,U001,0200707822,PUBLI us,,2020.0,1930732312.0,2020-04-01,2020-04-16,2020-04-01,NAA8,31471.66
29180,U001,0200776463,KROGE trust,,2020.0,1930690144.0,2020-03-25,2020-04-09,2020-03-25,NAA8,90925.16
29193,U001,0100031704,DELHAIZE foundation,,2020.0,1930801633.0,2020-04-20,2020-05-05,2020-04-20,NAA8,3437.0
29200,U001,0200744019,TARG trust,,2020.0,1930819138.0,2020-04-23,2020-05-08,2020-04-23,NAA8,107666.22
29202,U001,0200076137,OLLIE associates,,2020.0,1930768961.0,2020-04-14,2020-04-29,2020-04-14,NAA8,6904.8
29207,U001,0200705742,DOT ,,2020.0,1930666822.0,2020-03-18,2020-04-07,2020-03-18,NAD1,1066.53
29210,U001,0200759878,SA ,,2020.0,1930606613.0,2020-03-05,2020-03-20,2020-03-05,NAH4,32466.26
29226,U001,0100030964,NATURA trust,,2020.0,1930860077.0,2020-05-05,2020-05-20,2020-05-05,NAA8,2989.25
29227,U001,0200772670,ASSOCIAT us,,2020.0,1930832171.0,2020-04-28,2020-05-13,2020-04-28,NAU5,98850.74
29230,CA02,0140106184,JAM corporation,,2020.0,2960627978.0,2020-04-20,2020-05-02,2020-04-22,CA10,1760.57
29234,U001,0200729290,KROGER associates,,2020.0,1930796669.0,2020-04-22,2020-05-07,2020-04-22,NAA8,15936.38
29247,CA02,0140104409,LOB foundation,,2020.0,2960620472.0,2020-03-14,2020-04-01,2020-03-22,CA10,79789.25499999999
29252,U001,0200762301,C&S WH corporation,,2020.0,1930783329.0,2020-04-14,2020-04-29,2020-04-14,NAC6,81109.45
29258,U001,200769623,WAL-MAR co,,2020.0,1930843167.0,2020-05-01,2020-05-16,2020-05-01,NAH4,9464.49
29265,U001,0200076137,OLLIE ,,2020.0,1930720261.0,2020-03-31,2020-04-15,2020-03-31,NAA8,12882.6
29267,U001,0200764795,SYSCO  corporation,,2020.0,1930688850.0,2020-03-23,2020-04-07,2020-03-23,NAA8,296.54
29271,U001,0200772595,SAFEW foundation,,2020.0,1930720495.0,2020-03-30,2020-04-14,2020-03-30,NAA8,91097.36
29273,CA02,0140105847,GORDON F in,,2020.0,2960623001.0,2020-03-19,2020-03-29,2020-03-19,CA10,4078.3749999999995
29278,U001,200776463,KROGE foundation,,2020.0,1930706408.0,2020-03-19,2020-04-03,2020-03-19,NAA8,15860.08
29286,U001,0200761734,H E BUT foundation,,2020.0,1930700658.0,2020-03-27,2020-04-11,2020-03-27,NAA8,1139.41
29288,U001,0200705089,JETR associates,,2020.0,1930762743.0,2020-04-08,2020-04-23,2020-04-08,NAA8,9872.07
29292,U001,0200769623,WAL-MAR ,,2020.0,1930673818.0,2020-03-20,2020-04-04,2020-03-20,NAH4,24853.22
29315,U001,0200769623,WAL-MAR foundation,,2020.0,1930823869.0,2020-04-27,2020-05-12,2020-04-27,NAH4,24411.9
29317,U001,0200759878,SA in,,2020.0,1930784858.0,2020-04-16,2020-05-31,2020-04-16,NAWP,116535.59
29324,U001,0200759878,SA trust,,2020.0,1930799976.0,2020-04-20,2020-05-05,2020-04-20,NAH4,43171.9
29332,U001,0200761734,H E BUT in,,2020.0,1930646546.0,2020-03-13,2020-03-28,2020-03-13,NAA8,90123.58
29341,U001,0200744019,TARG us,,2020.0,1930800137.0,2020-04-18,2020-05-03,2020-04-18,NAA8,1497.48
29343,U001,0200726979,BJ'S  corp,,2020.0,1930773873.0,2020-04-04,2020-04-19,2020-04-04,NAA8,1031.17
29345,U001,200794332,COST co,,2020.0,1930871133.0,2020-05-08,2020-05-23,2020-05-08,NAAX,8793.09
29350,U001,0200769623,WAL-MAR systems,,2020.0,1930762772.0,2020-04-09,2020-04-24,2020-04-09,NAH4,7296.97
29351,U001,0200723794,MID MO corp,,2020.0,1930804603.0,2020-04-20,2020-05-05,2020-04-20,NAA8,4770.99
29352,U001,0200707822,PUBLI associates,,2020.0,1930772816.0,2020-04-09,2020-04-24,2020-04-09,NAA8,23593.66
29358,U001,0200756811,LUCA llc,,2020.0,1930608290.0,2020-03-09,2020-03-19,2020-03-09,NA10,98128.73
29361,CA02,0140104240,FEDER foundation,,2020.0,2960623670.0,2020-03-27,2020-04-14,2020-04-04,CA10,85377.95
29366,U001,0200744019,TARG trust,,2020.0,1930826761.0,2020-04-26,2020-05-11,2020-04-26,NAA8,2459.11
29386,U001,0200769623,WAL-MAR us,,2020.0,1930778901.0,2020-04-14,2020-04-29,2020-04-14,NAH4,13704.72
29387,U001,0200794332,COST trust,,2020.0,1930629658.0,2020-03-12,2020-03-27,2020-03-12,NAAX,14204.38
29401,U001,0200769623,WAL-MAR in,,2020.0,1930731636.0,2020-04-03,2020-04-18,2020-04-03,NAH4,26906.54
29410,U001,0200769623,WAL-MAR associates,,2020.0,1930664410.0,2020-03-18,2020-04-02,2020-03-18,NAH4,1544.58
29412,U001,0200418007,AM in,,2020.0,1930706930.0,2020-03-30,2020-04-14,2020-03-30,NAA8,2840.76
29415,U001,0200712105,WALG corporation,,2020.0,1930691530.0,2020-03-24,2020-04-08,2020-03-24,NAA8,36633.78
29419,U001,0200762301,C&S WH systems,,2020.0,1930802821.0,2020-04-19,2020-05-04,2020-04-19,NAC6,57950.5
29425,U001,0200752607,IRA HI systems,,2020.0,1930607534.0,2020-03-10,2020-03-25,2020-03-10,NAA8,9036.68
29439,U001,0200769623,WAL-MAR associates,,2020.0,1930847686.0,2020-05-04,2020-05-19,2020-05-04,NAH4,7678.93
29440,U001,0200769623,WAL-MAR associates,,2020.0,1930683925.0,2020-03-23,2020-04-07,2020-03-23,NAH4,661.11
29442,U001,0200776463,KROGE llc,,2020.0,1930635143.0,2020-03-10,2020-03-25,2020-03-10,NAA8,144179.67
29450,CA02,0100030194,AMAZO corporation,,2020.0,2960628831.0,2020-04-15,2020-04-27,2020-04-17,CA10,66361.68
29459,U001,0200353024,DECA associates,,2020.0,1930877455.0,2020-05-08,2020-05-24,2020-05-01,NAM4,254.76
29467,U001,0200792734,MDV/ in,,2020.0,1930651104.0,2020-03-13,2020-03-28,2020-03-13,NAA8,63325.14
29471,U001,0200769623,WAL-MAR corp,,2020.0,1930863031.0,2020-05-07,2020-05-22,2020-05-07,NAH4,37864.59
29502,U001,0200769623,WAL-MAR ,,2020.0,1930636958.0,2020-03-11,2020-03-26,2020-03-11,NAH4,1784.79
29507,U001,0200936373,SUPE ,,2020.0,1930733916.0,2020-04-02,2020-04-17,2020-04-02,NAA8,24028.72
29513,U001,CCCA02,KRAFT  foundation,,2020.0,1930615393.0,2020-03-07,2020-04-11,2020-03-07,NAG2,7982.4
29519,U001,200705742,DOT systems,,2020.0,1930686950.0,2020-03-23,2020-04-24,2020-03-23,NA32,1061.62
29523,U001,0200744019,TARG corp,,2020.0,1930708578.0,2020-03-28,2020-04-12,2020-03-28,NAA8,12738.45
29526,U001,0200769623,WAL-MAR corporation,,2020.0,1930577183.0,2020-02-28,2020-03-14,2020-02-28,NAH4,40656.66
29549,U001,0200794332,COST co,,2020.0,1930648427.0,2020-03-13,2020-03-28,2020-03-13,NAAX,33031.83
29563,U001,0200861551,MRS GR foundation,,2020.0,1930876169.0,2020-05-13,2020-05-28,2020-05-13,NAA8,19769.7
29575,U001,0200769623,WAL-MAR co,,2020.0,1930782749.0,2020-04-14,2020-04-29,2020-04-14,NAH4,11664.88
29585,U001,0200769623,WAL-MAR co,,2020.0,1930698759.0,2020-03-26,2020-04-10,2020-03-26,NAH4,15418.58
29595,CA02,0140104249,SOB in,,2020.0,2960626048.0,2020-04-05,2020-04-24,2020-04-14,CA10,43033.899999999994
29596,U001,200726979,BJ'S  foundation,,2020.0,1930677215.0,2020-03-21,2020-04-05,2020-03-21,NAA8,154.55
29600,U001,CCU013,KRAFT F in,,2020.0,1930611578.0,2020-03-06,2020-03-06,2020-03-06,NAX2,14617.51
29612,U001,0100031704,DELHAIZE systems,,2020.0,1930856602.0,2020-05-05,2020-05-20,2020-05-05,NAA8,47501.22
29618,U001,0200762301,C&S WH associates,,2020.0,1930844875.0,2020-04-30,2020-05-15,2020-04-30,NAC6,105154.04
29620,CA02,140105686,SYSC us,,2020.0,2960631849.0,2020-05-01,2020-05-17,2020-05-07,CA10,12240.521999999999
29622,U001,0200707822,PUBLI foundation,,2020.0,1930700387.0,2020-03-25,2020-04-09,2020-03-25,NAA8,113676.06
29625,U001,0200756072,REINHA in,,2020.0,1930787774.0,2020-04-16,2020-05-01,2020-04-16,NAA8,79160.72
29626,U001,0200769623,WAL-MAR ,,2020.0,1930731690.0,2020-04-03,2020-04-18,2020-04-03,NAH4,22534.28
29634,U001,0200779051,AFFILI corp,,2020.0,1930857243.0,2020-05-04,2020-05-19,2020-05-04,NAA8,46281.9
29651,U001,0100043956,E&S trust,,2020.0,1930802084.0,2020-04-21,2020-05-11,2020-04-21,NAD1,4080.95
29655,U001,0200353024,DECA associates,,2020.0,1930876632.0,2020-05-07,2020-05-24,2020-05-01,NAM4,2029.3
29660,U001,0200416837,DEC us,,2020.0,1930822931.0,2020-04-24,2020-04-26,2020-04-16,NAM2,8424.38
29661,U001,0200727272,BROOKS llc,,2020.0,1930661526.0,2020-03-17,2020-04-01,2020-03-17,NAA8,2829.18
29667,U001,0200762301,C&S WH ,,2020.0,1930642228.0,2020-03-12,2020-03-27,2020-03-12,NAC6,63557.31
29674,U001,0200726979,BJ'S  llc,,2020.0,1930637622.0,2020-03-11,2020-03-26,2020-03-11,NAA8,1064.79
29676,U001,0200759878,SA associates,,2020.0,1930682376.0,2020-03-23,2020-04-07,2020-03-23,NAH4,29369.99
29680,U001,0200769623,WAL-MAR trust,,2020.0,1930706305.0,2020-03-26,2020-04-10,2020-03-26,NAH4,1329.23
29682,CA02,0140105686,SYSC foundation,,2020.0,2960618031.0,2020-03-08,2020-03-27,2020-03-17,CA10,23669.359
29683,CA02,0140104240,FEDER ,,2020.0,2960625187.0,2020-04-04,2020-04-23,2020-04-13,CA10,58514.344
29686,CA02,0140104552,THE NO corp,,2020.0,2960626408.0,2020-04-02,2020-04-16,2020-04-06,CA10,97749.37199999999
29688,U001,0200744019,TARG llc,,2020.0,1930782474.0,2020-04-14,2020-04-29,2020-04-14,NAA8,17506.13
29689,U001,0200744019,TARG corporation,,2020.0,1930623260.0,2020-03-11,2020-03-26,2020-03-11,NAA8,17720.98
29690,U001,0200772670,ASSOCIAT in,,2020.0,1930748481.0,2020-04-04,2020-04-19,2020-04-04,NAU5,3915.55
29697,U001,200707822,PUBLI corporation,,2020.0,1930727478.0,2020-03-31,2020-04-15,2020-03-31,NAA8,36859.97
29702,U001,0200772670,ASSOCIAT llc,,2020.0,1930726992.0,2020-04-01,2020-04-16,2020-04-01,NAU5,70409.95
29705,U001,0200779051,AFFILI corporation,,2020.0,1930646421.0,2020-03-12,2020-03-27,2020-03-12,NAA8,87999.45
29707,U001,0200230690,DECA associates,,2020.0,1930669771.0,2020-03-19,2020-03-26,2020-03-16,NAM2,1133.74
29714,U001,0200748108,KROGER associates,,2020.0,1930571725.0,2020-02-27,2020-03-13,2020-02-27,NAA8,3280.34
29720,U001,0200769623,WAL-MAR llc,,2020.0,1930746921.0,2020-04-05,2020-04-20,2020-04-05,NAH4,6916.42
29726,U001,0200820380,SMITH'S trust,,2020.0,1930721758.0,2020-04-01,2020-04-16,2020-04-01,NAA8,102917.13
